ת״ז,מגדר,גיל,לאום,הגדרה דתית,סוג חיבור האינטרנט,ספק האינטרנט,השכלה,הכנסה למשק בית,הכנסה מעל או מתחת לממוצע,סוג מכשיר,מקור,הכנסה,איזור מגורים,ספק טלויזיה ישראלי,צריכת שירותי מוזיקה,הכנסה_מספרית,ספק טלוויזיה בינלאומי,קבוצת_גיל,נטפליקס
1003,אישה,27,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(09) שרון,אף אחד מהם,ספוטיפיי – Spotify,17000,נטפליקס – Netflix,26-35,TRUE
1009,אישה,27,יהודי,חילוני/ת,כבלים של הוט,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,11001-12000,מעט מתחת לערך הממוצע,"mobile, iOS",0,11001-12000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify,11500,נטפליקס – Netflix,26-35,TRUE
1051,אישה,27,יהודי,דתי/ה,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(08) דרום,פרטנר TV,ספוטיפיי – Spotify,20000,נטפליקס – Netflix,26-35,TRUE
1062,אישה,27,יהודי,מסורתי/ת,כבלים של הוט,בזק בינלאומי,על תיכונית,27001-32000,,"mobile, iOS",0,27001-32000,(03) מרכז,Hot-NextTV,YouTube Music   YouTube Premium,,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,26-35,TRUE
1134,גבר,27,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(08) דרום,פרטנר TV,ספוטיפיי – Spotify,,נטפליקס – Netflix,26-35,TRUE
1209,אישה,27,יהודי,חילוני/ת,כבלים של הוט,לא יודע/ת,על תיכונית,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(08) דרום,הוט -Hot,אפל מיוזיק - Apple music,20000,נטפליקס – Netflix,26-35,TRUE
1217,גבר,27,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(08) דרום,FreeTV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,17000,אחר,26-35,FALSE
159,גבר,28,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,26-35,TRUE
191,גבר,28,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,11001-12000,מעט מתחת לערך הממוצע,"mobile, Android",0,11001-12000,(02) ירושלים,אף אחד מהם,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,11500,יוטיוב - YouTube - מנוי בתשלום,26-35,FALSE
274,גבר,28,ערבי - מוסלמי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,3001-4000,מעט מתחת לערך הממוצע,"mobile, Android",0,3001-4000,נצרת וסביבותיה,הוט -Hot,YouTube Music   YouTube Premium,3500,נטפליקס – Netflix,26-35,TRUE
331,גבר,28,יהודי,מסורתי/ת,כבלים של הוט,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, Android",0,מסרב|ת להשיב,(02) ירושלים,יס - Yes,אף אחד מהם,,נטפליקס – Netflix,26-35,TRUE
415,גבר,28,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,17000,נטפליקס – Netflix,26-35,TRUE
456,אישה,28,ערבי - מוסלמי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,לא יודע/ת,דומה לממוצע,"mobile, iOS",0,12001-13000,הדרום,אף אחד מהם,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,12500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום; דיסקברי פלוס - Discovery Plus,26-35,TRUE
458,אישה,28,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,מעט מעל הערך הממוצע,"mobile, iOS",0,14001-16000,(02) ירושלים,יס - Yes,ספוטיפיי – Spotify,15000,נטפליקס – Netflix,26-35,TRUE
484,אישה,28,יהודי,דתי/ה,סיב אופטי,פרטנר,על תיכונית,8001-9000,מעט מתחת לערך הממוצע,"mobile, Android",0,8001-9000,(04) צפון,אף אחד מהם,ספוטיפיי – Spotify,8500,נטפליקס – Netflix; דיסני פלוס; BIGI,26-35,TRUE
502,גבר,28,ערבי - מוסלמי,חילוני/ת,לא יודע/ת,בזק בינלאומי,תיכונית / ישיבה קטנה,8001-9000,מעט מתחת לערך הממוצע,"mobile, Android",0,8001-9000,המשולש,אף אחד מהם,אף אחד מהם,8500,יוטיוב - YouTube - מנוי בתשלום,26-35,FALSE
644,גבר,28,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,על תיכונית,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(02) ירושלים,אף אחד מהם,ספוטיפיי – Spotify,,נטפליקס – Netflix,26-35,TRUE
769,אישה,28,יהודי,מסורתי/ת,קו טלפון (ADSL),בזק בינלאומי,תיכונית / ישיבה קטנה,4001-5000,מעט מתחת לערך הממוצע,"mobile, iOS",0,4001-5000,(08) דרום,יס פלוס - Yes,YouTube Music   YouTube Premium,4500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,26-35,TRUE
801,גבר,28,יהודי,חרדי/ת,קו טלפון (ADSL),פלאפון,יסודית,13001-14000,מעט מעל הערך הממוצע,"mobile, Android",0,13001-14000,(04) צפון,אף אחד מהם,YouTube Music   YouTube Premium,13500,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,26-35,TRUE
808,גבר,28,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,מעט מתחת לערך הממוצע,desktop,0,10001-11000,(03) מרכז,יס - Yes,ספוטיפיי – Spotify,10500,נטפליקס – Netflix,26-35,TRUE
809,אישה,28,ערבי - מוסלמי,חילוני/ת,סיב אופטי,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,מעט מתחת לערך הממוצע,"mobile, iOS",0,8001-9000,הגליל והגולן,הוט -Hot,אף אחד מהם,8500,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,26-35,TRUE
900,גבר,28,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,דומה לממוצע,"mobile, iOS",0,12001-13000,(03) מרכז,סלקום TV,ספוטיפיי – Spotify,12500,נטפליקס – Netflix,26-35,TRUE
917,אישה,28,יהודי,דתי/ה,אחר,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, iOS",0,18001-22000,(03) מרכז,פרטנר TV,אפל מיוזיק - Apple music,20000,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום,26-35,TRUE
954,גבר,28,יהודי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,מסרב/ת להשיב,desktop,0,מסרב|ת להשיב,(08) דרום,יס - Yes; יס פלוס - Yes,ספוטיפיי – Spotify,,נטפליקס – Netflix; אמאזון פריים - Amazon Prime,26-35,TRUE
994,אישה,28,יהודי,דתי/ה,סיב אופטי,לא יודע/ת,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(04) צפון,אף אחד מהם,ספוטיפיי – Spotify,20000,דיסני פלוס,26-35,FALSE
1033,אישה,28,יהודי,דתי/ה,לא יודע/ת,פרטנר,תיכונית / ישיבה קטנה,לא יודע/ת,דומה לממוצע,"mobile, iOS",0,12001-13000,(08) דרום,אף אחד מהם,אף אחד מהם,12500,נטפליקס – Netflix; דיסני פלוס; אחר,26-35,TRUE
1044,אישה,28,יהודי,חילוני/ת,סיב אופטי,הוט נט,אקדמאית תואר שני,מעל 36000,,"mobile, iOS",0,מעל 36000,(09) שרון,FreeTV,ספוטיפיי – Spotify,,נטפליקס – Netflix; יוטיוב - YouTube - מנוי בתשלום,26-35,TRUE
1079,אישה,28,יהודי,חילוני/ת,סיב אופטי,פרטנר,תיכונית / ישיבה קטנה,13001-14000,מעט מעל הערך הממוצע,desktop,0,13001-14000,(04) צפון,יס - Yes,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,13500,נטפליקס – Netflix; אפל TV - AppleTV,26-35,TRUE
1137,אישה,28,יהודי,חילוני/ת,כבלים של הוט,בזק בינלאומי,על תיכונית,5001-6000,מעט מתחת לערך הממוצע,"mobile, Android",0,5001-6000,(09) שרון,Sting TV,ספוטיפיי – Spotify,5500,נטפליקס – Netflix,26-35,TRUE
1153,גבר,28,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,8001-9000,מעט מתחת לערך הממוצע,"mobile, iOS",0,8001-9000,(03) מרכז,Hot-NextTV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music,8500,נטפליקס – Netflix,26-35,TRUE
1154,גבר,28,יהודי,חילוני/ת,כבלים של הוט,הוט נט,אקדמאית תואר שני,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(03) מרכז,יס פלוס - Yes,ספוטיפיי – Spotify,20000,נטפליקס – Netflix; דיסני פלוס; אפל TV - AppleTV; אמאזון פריים - Amazon Prime,26-35,TRUE
1227,אישה,28,יהודי,דתי/ה,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, iOS",0,22001-27000,(08) דרום,יס פלוס - Yes; סלקום TV,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,,נטפליקס – Netflix; דיסני פלוס,26-35,TRUE
306,אישה,29,ערבי - מוסלמי,חרדי/ת,סיב אופטי,בזק בינלאומי,על תיכונית,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,"ערים מעורבות (ירושלים, חיפה, עכו, נצרת, לוד, רמלה, יפו)",אף אחד מהם,אף אחד מהם,17000,נטפליקס – Netflix,26-35,TRUE
358,גבר,29,יהודי,חילוני/ת,כבלים של הוט,הוט נט,תיכונית / ישיבה קטנה,16001-18000,מעט מעל הערך הממוצע,"mobile, iOS",0,16001-18000,(02) ירושלים,הוט -Hot,אפל מיוזיק - Apple music,17000,נטפליקס – Netflix,26-35,TRUE
361,גבר,29,יהודי,חילוני/ת,סיב אופטי,הוט נט,על תיכונית,7001-8000,מעט מתחת לערך הממוצע,"mobile, Android",0,7001-8000,(08) דרום,FreeTV,YouTube Music   YouTube Premium,7500,יוטיוב - YouTube - מנוי בתשלום,26-35,FALSE
428,גבר,29,יהודי,מסורתי/ת,קו טלפון (ADSL),בזק בינלאומי,על יסודית,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(09) שרון,Sting TV,אף אחד מהם,,אפל TV - AppleTV,26-35,FALSE
453,אישה,29,ערבי - מוסלמי,חרדי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר שני,לא יודע/ת,דומה לממוצע,desktop,0,12001-13000,הדרום,יס - Yes; יס פלוס - Yes; FreeTV,אפל מיוזיק - Apple music,12500,נטפליקס – Netflix; דיסני פלוס; יוטיוב - YouTube - מנוי בתשלום; אמאזון פריים - Amazon Prime,26-35,TRUE
464,גבר,29,יהודי,מסורתי/ת,סיב אופטי,פלאפון,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,10001-11000,מעט מתחת לערך הממוצע,"mobile, Android",0,10001-11000,(04) צפון,יס - Yes,YouTube Music   YouTube Premium,10500,נטפליקס – Netflix,26-35,TRUE
589,אישה,29,דרוזי,חרדי/ת,סיב אופטי,לא יודע/ת,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,14001-16000,מעט מעל הערך הממוצע,"mobile, iOS",0,14001-16000,הגליל והגולן,אחר,ספוטיפיי – Spotify; YouTube Music   YouTube Premium,15000,נטפליקס – Netflix,26-35,TRUE
598,אישה,29,ערבי - נוצרי,חילוני/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,11001-12000,מעט מתחת לערך הממוצע,"mobile, Android",0,11001-12000,הכרמל וסביבותיו,אף אחד מהם,ספוטיפיי – Spotify,11500,נטפליקס – Netflix,26-35,TRUE
635,אישה,29,יהודי,מסורתי/ת,סיב אופטי,סלקום,על תיכונית,מסרב/ת להשיב,מסרב/ת להשיב,"mobile, iOS",0,מסרב|ת להשיב,(04) צפון,סלקום TV,אף אחד מהם,,נטפליקס – Netflix,26-35,TRUE
788,אישה,29,יהודי,מסורתי/ת,סיב אופטי,בזק בינלאומי,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,16001-18000,מעט מעל הערך הממוצע,"mobile, Android",0,16001-18000,(03) מרכז,Hot-NextTV; Sting TV,ספוטיפיי – Spotify,17000,נטפליקס – Netflix; דיסני פלוס,26-35,TRUE
794,גבר,29,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,desktop,0,12001-13000,(03) מרכז,פרטנר TV,ספוטיפיי – Spotify,12500,נטפליקס – Netflix,26-35,TRUE
802,גבר,29,יהודי,חילוני/ת,סיב אופטי,סלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,18001-22000,מעט מעל הערך הממוצע,"mobile, Android",0,18001-22000,(03) מרכז,יס - Yes; סלקום TV,YouTube Music   YouTube Premium,20000,נטפליקס – Netflix,26-35,TRUE
811,גבר,29,יהודי,חילוני/ת,סיב אופטי,הוט נט,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,"mobile, iOS",0,12001-13000,(04) צפון,Hot-NextTV,ספוטיפיי – Spotify,12500,נטפליקס – Netflix,26-35,TRUE
813,גבר,29,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית דוקטורט,מעל 36000,,desktop,0,מעל 36000,(03) מרכז,אף אחד מהם,ספוטיפיי – Spotify,,נטפליקס – Netflix,26-35,TRUE
999,גבר,29,יהודי,דתי/ה,אחר,גולן טלקום,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,12001-13000,מעט מתחת לערך הממוצע,"mobile, Android",0,12001-13000,(03) מרכז,הוט -Hot,ספוטיפיי – Spotify,12500,נטפליקס – Netflix,26-35,TRUE
1004,גבר,29,יהודי,חילוני/ת,סיב אופטי,פרטנר,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,22001-27000,,"mobile, Android",0,22001-27000,(08) דרום,פרטנר TV,ספוטיפיי – Spotify; אפל מיוזיק - Apple music; YouTube Music   YouTube Premium,,נטפליקס – Netflix,26-35,TRUE
1005,אישה,29,יהודי,מסורתי/ת,סיב אופטי,לא יודע/ת,אקדמאית תואר ראשון / ישיבה גבוהה / כולל,מסרב/ת להשיב,קצת מתחת לממוצע,"mobile, iOS",0,9001-10000,(08) דרום,לא יודע ת,ספוטיפיי – Spotify,9500,נטפליקס – Netflix,26-35,TRUE
1008,גבר,29,יהודי,דתי/ה,לא יודע/ת,019 mobile,תיכונית / ישיבה קטנה,5001-6000,מעט מתחת לערך הממוצע,"mobile, Android",0,5001-6000,(08) דרום,אחר,אף אחד מהם,5500,לא יודע ת,26-35,FALSE
1037,אישה,29,דרוזי,חילוני/ת,סיב אופטי,לא יודע/ת,תיכונית / ישיבה קטנה,9001-10000,מעט מתחת לערך הממוצע,"mobile, iOS",0,9001-10000,הגליל והגולן,אף אחד מהם,YouTube Music   YouTube Premium,9500,נטפליקס – Netflix; דיסני פלוס,26-35,TRUE
